rps3	phylum_merge	A5-S03	A5-S04	KW1-S05	KW1-S08	KW1-S11	KW1-S15	KW1-S21
k141_4877898_4	Planctomycetes	0.041149037	0.045008869	0.034753363	0.068043339	0.115568668	0.127420336	0.081753698
k141_488504_5	unclassify	0.047738343	0.043649885	0.049936716	0.050242802	0.063188779	0.059304374	0.043062589
k141_4887287_2	Bacteroidetes	0.01583885	0.01719188	0.012512485	0.01123941	0.010410601	0.009421389	0.021989685
k141_4892741_2	Chloroflexi	0.011431438	0.004286055	0.008637553	0.018596945	0.006420919	0.029502946	0.019898209
k141_489301_1	Alphaproteobacteria	0.014970173	0.004952977	0.013594892	0.011740049	0.009013478	0.018329481	0.009046789
k141_4894048_3	Planctomycetes	0	0.002576413	0	0	0	0	0.008810654
k141_4905001_23	unclassify	0.056497343	0.052609722	0.052831878	0.04278281	0.036856435	0.058506554	0.049885179
k141_4906627_6	Planctomycetes	0.025591075	0.027668528	0.016730012	0.017326921	0.033285822	0.038854039	0.019315241
k141_4909406_9	unclassify	0.014623506	0.011039535	0.021603451	0.013327387	0.011621054	0.013367008	0.008794901
k141_4913630_4	Planctomycetes	0.026606776	0.00627169	0.014831706	0.013183804	0.015875267	0.012173567	0.03196978
k141_4917097_3	Gammaproteobacteria	0.008635906	0.005064481	0.01009361	0.008505013	0.003022776	0.000831713	0.004518456
k141_4917108_11	Gammaproteobacteria	0.118433244	0.132519614	0.123691682	0.161993941	0.204503943	0.199830142	0.167533013
k141_4917766_1	Alphaproteobacteria	0.022909676	0.02659843	0.024649244	0.048537497	0.066900742	0.038809689	0.038050972
k141_4917888_1	Chloroflexi	0.001432132	0.00531561	0.014234421	0.002644548	0.002263849	0.006498472	0.002825071
k141_4918904_1	Gammaproteobacteria	0.047864557	0.037271944	0.032831596	0.025806439	0.024198183	0.027845458	0.023352199
k141_4921561_3	Alphaproteobacteria	0.002063586	0.010179182	0.01240127	0.002577203	0.008273247	0.002617203	0.004129694
k141_492380_4	Gammaproteobacteria	0.02650229	0.031077628	0.00624009	0.002483744	0	0.002615711	0.002065776
k141_4928453_7	Planctomycetes	0.020578384	0.026786328	0.017430302	0.045851154	0.044178179	0.016593105	0.021744214
k141_4929773_2	unclassify	0.008619688	0.014122838	0.035871318	0.007442123	0.004422241	0.009623561	0.00886104
k141_4931756_5	unclassify	0.03740266	0.028345448	0.040562186	0.043453839	0.054556805	0.035155199	0.042895092
k141_4938074_2	Alphaproteobacteria	0.026436822	0.019766932	0.019572457	0.038980057	0.063925858	0.050384746	0.039310127
k141_4948785_1	Acidobacteria	0.009113875	0.009580224	0.008414168	0.034651085	0.003546712	0.032365669	0.007273675
k141_4951589_4	Acidobacteria	0.019241553	0.017831629	0.009980519	0.018523236	0.02939433	0.030299798	0.023549865
k141_4957486_4	Chloroflexi	0.022010093	0.021592251	0.035344509	0.01833566	0.028007939	0.031606654	0.017838734
k141_4960305_1	Chloroflexi	0.007816525	0.012041926	0.005075979	0.000480286	0	0.003726979	0.000405056
k141_4963687_4	Alphaproteobacteria	0.066056506	0.051557921	0.035905032	0.090108241	0.100634462	0.068805466	0.076431566
k141_4969144_2	Alphaproteobacteria	0.069665946	0.061374238	0.054256921	0.032069303	0.020310122	0.030668559	0.037429625
k141_4974183_12	Gammaproteobacteria	0.048923259	0.056492695	0.028689882	0.066943909	0.083710935	0.058691991	0.04629539
k141_4979559_1	Bacteroidetes	0.036521231	0.00897982	0.014989779	0.015812468	0.016936763	0.013567537	0.020525067
k141_4987469_2	Gammaproteobacteria	0.048587182	0.041372835	0.048825033	0.029335055	0.015027835	0.019722463	0.029776877
k141_4987875_15	Betaproteobacteria	0.045069653	0.046904795	0.044710986	0.06469527	0.055403902	0.047510341	0.055619759
k141_4989368_1	Planctomycetes	0	0	0.001525068	0.020558805	0.004534774	0.006198691	0.002515098
k141_4990854_2	Actinobacteria	0.385922065	0.205787322	0.183366064	0.220492836	0.198925249	0.252786654	0.255229255
k141_4995419_1	Alphaproteobacteria	0.172830892	0.205283917	0.110016005	0.209883963	0.333214333	0.198529718	0.187495767
k141_4996344_7	Chloroflexi	0.022795367	0.033014491	0.033403878	0.012075275	0.019153789	0.017881082	0.024438705
k141_4996648_4	Gemmatimonadetes	0.010425857	0.016252909	0.019941313	0.004492178	0.004944216	0.009437578	0.016453112
k141_4996965_1	Planctomycetes	0.012524835	0.012486585	0.008695091	0.01414897	0.006047112	0.0051506	0.016687408
k141_4998320_1	other	0.001312933	0.004178613	0.020289447	0	0	0	0.001389237
k141_499969_1	Gammaproteobacteria	0.021589847	0.007370035	0.022619907	0.012808348	0.009856143	0.014084047	0.013601579
k141_5000238_1	Alphaproteobacteria	0.012351528	0.020089462	0.015848309	0.02456101	0.016111592	0.013512776	0.020457536
k141_5001920_4	Gammaproteobacteria	0.026553625	0.038498135	0.060498566	0.020138727	0.045262073	0.048424435	0.042839811
k141_500524_9	Gammaproteobacteria	0.040664937	0.06056475	0.040824251	0.037905543	0.037525851	0.081561292	0.038813628
k141_5008504_1	unclassify	0.010865337	0.002717692	0.008758117	0.021077777	0.002893575	0.010086005	0.002407273
k141_5009491_6	unclassify	0.01757983	0.026053644	0.011390095	0.01889786	0.01128324	0.02136712	0.026674619
k141_5014861_1	unclassify	0.038171805	0.027344348	0.027539103	0.011412962	0.014992516	0.015760897	0.026105088
k141_5022026_1	Gemmatimonadetes	0.040681427	0.005316993	0.006663497	0.002204363	0.002830548	0.003869144	0.010989246
k141_5022294_1	Planctomycetes	0.011399903	0.007906991	0.004399552	0.019840288	0.010275782	0.020759062	0.016004693
k141_5026844_2	Planctomycetes	0.025437324	0.023670803	0.025749719	0.011001969	0.025178933	0.013582188	0.018561071
k141_5028712_2	Planctomycetes	0.0244437	0.01459554	0.023374921	0.007469144	0.007045574	0.001760575	0.011844135
k141_503242_1	Chloroflexi	0.001900614	0.013564727	0.002901283	0.00116988	0.001502202	0.001232038	0.004998953
k141_5033039_13	unclassify	0.036965661	0.029115453	0.045503819	0.025063786	0.014985442	0.007959918	0.022670439
k141_5033475_3	Chloroflexi	0.007241388	0.00335971	0.003033308	0.015786164	0.012996951	0.010848108	0.025819982
k141_5035212_3	Planctomycetes	0.011049497	0.024152115	0.01330152	0.00864215	0.008624476	0.003406914	0.002303907
k141_5040190_2	Bacteroidetes	0.00198273	0.005181795	0.005601868	0.007930472	0.00381505	0.00606531	0.013139873
k141_5045618_4	Poribacteria	0.072129876	0.043832611	0.046708661	0.057418141	0.072007322	0.042316664	0.043953391
k141_5046779_8	Gammaproteobacteria	0.141450577	0.05667551	0.061882854	0.038589456	0.026617225	0.043014584	0.04263315
k141_505064_4	Planctomycetes	0	0.005062283	0.001693137	0.001045538	0.001204337	0.00995029	0.004130921
k141_506026_1	Planctomycetes	0.006700634	0.013335333	0.014364414	0.010630894	0.009856715	0.001764371	0.032488289
k141_5065220_7	Acidobacteria	0.015393237	0.017140413	0.023956055	0.013781752	0.019284638	0.017452446	0.015642684
k141_5073361_1	Alphaproteobacteria	0.007820548	0.026250352	0.014127341	0.019263723	0.027157039	0.043328877	0.018035377
k141_507371_18	Gemmatimonadetes	0.041182518	0.052073383	0.042197217	0.027697971	0.015652089	0.04211245	0.036601781
k141_5078249_5	Thaumarchaeota	0.192349745	0.198212588	0.229584085	0.164353274	0.086071246	0.097897255	0.145318993
k141_5083515_1	Alphaproteobacteria	0.087831838	0.08951186	0.082724086	0.037003589	0.036837189	0.075522682	0.06260092
k141_5088021_1	Planctomycetes	0.004544538	0	0.016644166	0	0.0023946	0.001963942	0.001970812
k141_5088442_1	Gemmatimonadetes	0.026155783	0.021801579	0.041273935	0.017021357	0.031210504	0.045068822	0.021185142
k141_5089849_3	unclassify	0.026473318	0.023057107	0.021354511	0.023736132	0.045237367	0.027479656	0.024294867
k141_5096675_1	Planctomycetes	0.005903516	0.002921592	0.001569202	0.002422516	0.003488394	0.00255123	0.010065014
k141_5099155_4	unclassify	0.011198496	0.024440329	0.016188723	0.010681653	0.009053347	0.00907402	0.013430512
k141_5102922_6	Planctomycetes	0.024360497	0.034487091	0.023896721	0.025197374	0.039538887	0.0245735	0.029129474
k141_5105546_3	Chloroflexi	0.00732561	0.003111695	0.003342615	0.020217281	0.01387548	0.016510433	0.006431301
k141_5110455_1	Alphaproteobacteria	0.008563403	0.002461034	0.001365733	0	0.001701749	0.002220426	0.003700251
k141_5110457_3	Alphaproteobacteria	0.020917537	0.022415086	0.014567814	0.022401272	0.028775025	0.01421073	0.007207446
k141_5114370_1	unclassify	0.007285689	0.012640256	0.00348587	0.007271359	0.006284929	0.010174286	0.025246795
k141_5118364_8	Gemmatimonadetes	0.157319488	0.189243488	0.188806217	0.196975895	0.241038908	0.183899875	0.209591614
k141_5127284_15	Actinobacteria	0.080328404	0.090713461	0.091862233	0.192264211	0.140698165	0.078246856	0.110757073
k141_5132318_1	Planctomycetes	0.019799094	0.031373767	0.02278265	0.015588721	0.004906642	0.049582166	0.005599476
k141_5133673_2	Chloroflexi	0.040688362	0.054442341	0.054027319	0.064337183	0.035294706	0.074128907	0.063168473
k141_5133696_2	Alphaproteobacteria	0.01765173	0.018423494	0.004909543	0.066272289	0.040715392	0.027126691	0.015660983
k141_5134674_1	Thaumarchaeota	0.006620169	0.014105451	0.013933005	0.006791488	0	0.005721868	0.006529582
k141_513666_1	Acidobacteria	0.372770988	0.355632566	0.341229846	0.299713578	0.28721701	0.326920475	0.333541488
k141_5138990_3	Gemmatimonadetes	0.018169995	0.032823768	0.012785235	0.016806273	0.015012426	0.020949368	0.018100442
k141_5139593_3	Planctomycetes	0.016936969	0.003617524	0.009801311	0.008185486	0.004793154	0.009827817	0.025420975
k141_514003_5	Deltaproteobacteria	0	0.001926392	0.002054569	0.005179879	0.001025532	0	0.010323456
k141_5142419_7	Alphaproteobacteria	0.050284184	0.010955328	0.029302683	0.009939319	0.014312782	0.012735586	0.015530099
k141_5146238_1	unclassify	0.027650504	0.062303561	0.046594631	0.045345167	0.051318649	0.039669487	0.042921171
k141_5149665_1	Gammaproteobacteria	0.018855159	0.004452304	0.008234453	0.007835084	0.002594923	0.013262845	0.004806074
k141_5150159_4	unclassify	0.028448179	0.015382088	0.01228506	0.00963786	0.003575187	0.00360109	0.006966404
k141_5152207_4	Planctomycetes	0.010390807	0.007971086	0.006480012	0.042221843	0.013963611	0.010750725	0.011371245
k141_5152734_2	unclassify	0.048282751	0.059599538	0.061525044	0.048175789	0.051692382	0.061096245	0.041217199
k141_5153025_12	Gemmatimonadetes	0.04805867	0.091889985	0.066855363	0.106103438	0.093855535	0.124581585	0.082731214
k141_5174712_6	Bacteroidetes	0.016696909	0.011176261	0.020862067	0.023334414	0.0216655	0.019629674	0.014956366
k141_517689_1	Nitrospirae	0.141858836	0.113222106	0.108019135	0.119744798	0.155516043	0.104367889	0.106426983
k141_5178450_1	Acidobacteria	0.033829723	0.03829473	0.019266647	0.017866743	0.018892828	0.022737181	0.028336621
k141_5184141_9	Planctomycetes	0.007765313	0.027257962	0.008777156	0.011119721	0.015341219	0.012271023	0.015434846
k141_5189005_4	Acidobacteria	0.040840884	0.037327253	0.023758881	0.080020331	0.093978896	0.031733648	0.041922734
k141_5189392_1	Planctomycetes	0.012310301	0.010443851	0.004207084	0.011907222	0.026965396	0.010259901	0.006938202
k141_5191137_1	Alphaproteobacteria	0.042737277	0.003807046	0.021567603	0.010056389	0.00207497	0.004432584	0.006607904
k141_5199512_2	Chloroflexi	0.010152959	0.012561497	0.003007165	0.016590725	0.007632988	0.037052091	0.014949519
k141_5202848_6	Planctomycetes	0.029878835	0.011123508	0.022011291	0.022673503	0.014937817	0.016359432	0.01866877
k141_5204652_4	Gammaproteobacteria	0.045427069	0.005981478	0.029805826	0.008446677	0.003951122	0.01355373	0.004525149
k141_5211095_2	unclassify	0.319724468	0.215218112	0.195337475	0.412582276	0.559383309	0.403258367	0.363508949
k141_5212252_1	unclassify	0.005175837	0.010112309	0.00465908	0.010736832	0.009746129	0.019726031	0.00873455
k141_5215857_1	Chloroflexi	0.015417427	0.046765277	0.019725666	0.027440329	0.034269932	0.042940987	0.032094449
k141_5216064_4	Alphaproteobacteria	0.020003041	0.013848929	0.036581287	0.016018701	0.02073846	0.018146624	0.014696338
k141_5218182_1	Gemmatimonadetes	0.037936084	0.036802098	0.050999826	0.022216425	0.020298308	0.030699382	0.031588758
k141_5218557_8	Planctomycetes	0.017808451	0.008873295	0.008349254	0.022642676	0.033212426	0.021846189	0.01448766
k141_522589_3	Planctomycetes	0.018967565	0.01331472	0.019376027	0.010208162	0.016913666	0.009011486	0.013218871
k141_523384_27	Thaumarchaeota	0.079628985	0.168493694	0.147597746	0.037454578	0.078152609	0.059067908	0.072412563
k141_5235025_1	Planctomycetes	0.017490419	0.011890272	0.003193163	0.006813368	0.001582473	0.00648936	0.012356462
k141_523666_3	Chloroflexi	0.003243762	0.003279496	0.020736662	0.00388522	0.002678593	0.007139793	0.00364506
k141_5239096_2	Planctomycetes	0.010601698	0.004776597	0.006841427	0.01180649	0.005085727	0.008213058	0.008462012
k141_5242305_1	Planctomycetes	0.009035401	0.001226477	0.004158341	0.019219072	0	0.001096101	0.00407395
k141_5242704_2	Chloroflexi	0.005819314	0.008639762	0.003480345	0.010745835	0.011498633	0.016146628	0.009566142
k141_5245522_1	Thaumarchaeota	0.08600878	0.137965818	0.127665082	0.140909234	0.107180788	0.125376332	0.148212359
k141_5248555_1	unclassify	0.069560114	0.041766545	0.034212359	0.030769538	0.03102361	0.05515654	0.019869275
k141_5252142_3	Planctomycetes	0.018318302	0.007471804	0.011307107	0.001055186	0.002709855	0.00555625	0.005539456
k141_5255047_7	Gammaproteobacteria	0.040697767	0.054424418	0.052384392	0.031379348	0.047419044	0.075132177	0.044833756
k141_5256600_3	Gammaproteobacteria	0.067175893	0.059996519	0.055332664	0.039413982	0.042851558	0.071688695	0.027295864
k141_5256822_9	Gammaproteobacteria	0.019558694	0.037786473	0.032918111	0.027492069	0.033710636	0.028485374	0.023911335
k141_5263963_8	Thaumarchaeota	0.013800254	0.027426924	0.02682783	0.023797422	0.041205989	0.053318458	0.04471003
k141_5269376_1	unclassify	0.027165209	0.024315471	0.013264779	0.016237334	0.00527813	0.013682008	0.012110223
k141_5270787_3	unclassify	0.026402562	0.008916718	0.020464061	0.043754013	0.093974729	0.033571669	0.028044457
k141_5274597_4	unclassify	0.011965998	0.019162616	0.019404991	0.018653236	0.016541009	0.023200717	0.030409094
k141_5277179_1	Gammaproteobacteria	0.008018768	0.026711411	0.025779789	0.012951708	0.017312767	0.023048931	0.024588116
k141_5278058_3	Chloroflexi	0.003491094	0.021770612	0.008295488	0.007366203	0.004369525	0.007747803	0.004663868
k141_5281334_2	Gammaproteobacteria	0.033086265	0.043708495	0.041993677	0.039266181	0.044909112	0.048518253	0.052967442
k141_5290524_1	Acidobacteria	0.007727245	0.017601957	0.014946987	0.014187449	0.028373418	0.021102382	0.0080788
k141_5293847_5	Acidobacteria	0.067663546	0.123499554	0.074810443	0.060692252	0.076154676	0.030540454	0.072698913
k141_5294384_4	Gammaproteobacteria	0.056899566	0.058560456	0.067091232	0.047610397	0.055086509	0.078483508	0.05517801
k141_5295167_3	Chloroflexi	0.015098631	0.010018035	0.014608547	0.023167655	0.010342466	0.031431556	0.024786953
k141_5297633_7	Deltaproteobacteria	0.032169555	0.042979484	0.03995171	0.019597761	0.032189351	0.034713319	0.042282106
k141_5298294_4	Planctomycetes	0.004306474	0.004262463	0.01984411	0.009801468	0.004538319	0.012096897	0.009580578
k141_5305765_2	Planctomycetes	0.021996424	0.012840587	0.01289765	0.030930947	0.022092688	0.018949072	0.017349267
k141_5308327_1	Acidobacteria	0	0.002123053	0.001161035	0.005377178	0.004603101	0.012262832	0.003843168
k141_531061_1	Thaumarchaeota	0.014352681	0.043793483	0.030326465	0.014043665	0.022906997	0.023496194	0.021669256
k141_5326604_9	Gammaproteobacteria	0.035850296	0.020845244	0.022333765	0.023673854	0.013286805	0.018287543	0.021844392
k141_5330300_4	Chloroflexi	0.013258518	0.010000101	0.015201985	0.009953494	0.010914367	0.010413431	0.016539855
k141_5331690_1	Thaumarchaeota	0.106332284	0.119496417	0.210355804	0.149150708	0.155286112	0.175527996	0.170478903
k141_5337605_1	Planctomycetes	0	0.001519423	0.009478301	0	0	0	0.001345872
k141_534039_1	Acidobacteria	0.021047545	0.006593124	0.011822448	0.020550574	0.014386966	0.011169825	0.011680093
k141_5341266_3	Gammaproteobacteria	0.163229551	0.149107738	0.145240391	0.116023948	0.121803396	0.130935499	0.133093072
k141_5342155_2	Acidobacteria	0.029395575	0.007138737	0.026285012	0.008479089	0.011586418	0.010444446	0.009280296
k141_5344019_1	Planctomycetes	0.029486842	0.020469825	0.025739604	0.018558806	0.010393576	0.008797813	0.007436841
k141_5349661_7	Planctomycetes	0.019141209	0.011247217	0.015201359	0.023337157	0.024391292	0.019093022	0.027177739
k141_5357442_14	Gammaproteobacteria	0.003215758	0.00434926	0.004301244	0.028598815	0.02912244	0.054314752	0.015648969
k141_5358120_2	Actinobacteria	0.290618791	0.170707791	0.140254067	0.195209325	0.153309479	0.196884516	0.197654122
k141_5370434_1	Gammaproteobacteria	0.038837199	0.043522894	0.030754834	0.0144471	0.014808132	0.038792356	0.049821675
k141_537700_2	Gammaproteobacteria	0.13634759	0.167155625	0.159989082	0.079149045	0.067966886	0.091469415	0.090794159
k141_5379013_4	Alphaproteobacteria	0.029227726	0.020437184	0.02101527	0.009896222	0.004915795	0.008772165	0.015399963
k141_5379600_1	Thaumarchaeota	0.082050697	0.053633963	0.114972243	0.151228638	0.088352895	0.120405337	0.135209316
k141_537981_13	Planctomycetes	0.009295865	0.014700838	0.008698045	0.008480451	0.005702118	0.13604876	0.017851365
k141_5388572_4	Alphaproteobacteria	0.3015389	0.3307762	0.24275078	0.283971266	0.383955837	0.29708719	0.299694832
k141_5389906_1	unclassify	0.016704656	0.001932538	0.003632917	0.016758598	0.007201626	0.009077643	0.01049191
k141_5392297_4	Planctomycetes	0.017892926	0.014340718	0.003355961	0.003334157	0.007950942	0.008254654	0.004356231
k141_5396647_3	Gammaproteobacteria	0.030076085	0.013871013	0.014885196	0.029709333	0.017162417	0.016786046	0.034135825
k141_5398818_5	unclassify	0.376529503	0.371115784	0.347900054	0.597517038	0.774436606	0.524651051	0.549608871
k141_5399563_2	Alphaproteobacteria	0.008095505	0.010826732	0.015058702	0.008264012	0.021759965	0.011780264	0.013841251
k141_5400565_2	Acidobacteria	0.034455641	0.050124333	0.031961593	0.023592518	0.037037746	0.043397955	0.029314237
k141_540440_2	Gemmatimonadetes	0.006186452	0.011561151	0.012493999	0.017796162	0.018543009	0.037590937	0.021889748
k141_5406116_2	Gammaproteobacteria	0.045316324	0.053447939	0.033778235	0.051714234	0.039350226	0.067809751	0.039129529
k141_5406898_4	Chloroflexi	0.041457918	0.070265876	0.076610423	0.060814679	0.06693911	0.071847673	0.061141225
k141_5407315_2	Chloroflexi	0.0055373	0.001656042	0.000889469	0.000686576	0	0.005061385	0.010142469
k141_540824_3	Alphaproteobacteria	0.046357976	0.003730394	0.004886307	0.001233738	0.005114704	0	0.001393267
k141_540844_6	Thaumarchaeota	0.063728934	0.039707612	0.05227366	0.071384628	0.050120718	0.085141735	0.053539355
k141_5411122_10	Gammaproteobacteria	0.055963678	0.042887329	0.08236238	0.019911139	0.026224936	0.027493314	0.031118482
k141_5417676_4	Acidobacteria	0.003522571	0.0061015	0.008953633	0.01644247	0.017052981	0.006146263	0.022607534
k141_542443_6	Bacteroidetes	0.027451072	0.022416899	0.020877936	0.023888439	0.021975696	0.022699805	0.017861232
k141_542643_9	Alphaproteobacteria	1.160150312	1.687497384	1.446957696	1.489834447	1.699908226	1.406279337	1.599754302
k141_5434072_2	Alphaproteobacteria	0.015238752	0.010795103	0.016365822	0.013090473	0.006374386	0.02486647	0.009079218
k141_5437694_3	unclassify	0.004922235	0.012179826	0.005233478	0.011109151	0.016108202	0.01382657	0.01507325
k141_5451432_2	Gammaproteobacteria	0.011850503	0.00123902	0.011978716	0.002869289	0.003175519	0.009652568	0.007713839
k141_5451543_3	other	0.007118831	0.002382732	0.001279777	0.004445338	0.025881281	0.006751062	0.008642038
k141_5456948_7	Acidobacteria	0.003297348	0.051653535	0.003599485	0.003188969	0.006236938	0.003836439	0.004555591
k141_5463521_7	Planctomycetes	0.025363677	0.025944261	0.010239998	0.024895496	0.026690686	0.01986986	0.013243122
k141_5467131_4	Poribacteria	0.02038159	0.017584544	0.011073316	0.024002457	0.03803212	0.014977151	0.015971317
k141_5477094_25	Dadabacteria	0.473242269	0.300378541	0.34632449	0.484962589	0.523340773	0.385938312	0.366294586
k141_5477158_8	Gemmatimonadetes	0.045810745	0.095696559	0.059328459	0.10137646	0.086334978	0.103561929	0.080094069
k141_5478664_1	unclassify	0.018824267	0.018618577	0.010950826	0.013904214	0.00396754	0.008948486	0.002475558
k141_5492826_4	Planctomycetes	0.35539689	0.31680972	0.263279621	0.307635927	0.487352851	0.320404284	0.338285478
k141_5500167_2	Gammaproteobacteria	0.043562213	0.015948972	0.03197854	0.023720908	0.011719006	0.009057458	0.010001706
k141_550375_1	unclassify	0.015359121	0.004761301	0.009672147	0.006528235	0.00126736	0.021078178	0.011409728
k141_5503813_2	unclassify	0.021101015	0.029617457	0.022339071	0.02106784	0.017917392	0.016337366	0.034849762
k141_551924_2	unclassify	0.028979836	0.028369942	0.017620779	0.020810853	0.025529537	0.025142569	0.027392322
k141_5521139_1	unclassify	0.012632235	0.020433119	0.016707665	0.01832004	0.015413446	0.030529558	0.022804306
k141_5525581_1	Acidobacteria	0.058976024	0.061856872	0.068227304	0.040844862	0.079984433	0.046040565	0.0513472
k141_5534437_5	Ignavibacteria	0.09433436	0.066571319	0.113094872	0.12415623	0.103592088	0.09680673	0.084510921
k141_5539428_9	Gammaproteobacteria	0.060996021	0.024480086	0.016075297	0.032392359	0.016233869	0.019145439	0.019525898
k141_5547495_4	Acidobacteria	0.00717886	0.015073796	0.011449191	0.013256347	0.034570919	0.020949342	0.011801048
k141_5549497_1	Gemmatimonadetes	0.02062914	0.021555906	0.038822407	0.031986347	0.023323633	0.041645646	0.031469812
k141_5550869_3	Chloroflexi	0.007673954	0.004852321	0.003912042	0.01346205	0.022105921	0.031659126	0.014263862
k141_5560227_8	Alphaproteobacteria	0.022774929	0.036639094	0.037086883	0.023222849	0.026870764	0.034842227	0.0340187
k141_5563376_30	Acidobacteria	0.036848957	0.054189403	0.020137195	0.060324354	0.08363017	0.045319533	0.036298527
k141_5566025_1	Alphaproteobacteria	0.021518435	0.026093462	0.027067218	0.04897305	0.071464068	0.044707541	0.036249514
k141_5567593_5	Acidobacteria	0.003203631	0.00069219	0.007642712	0.008547725	0.002426793	0.02628896	0.006240757
k141_5571143_1	Gemmatimonadetes	0.021373573	0.005481589	0.027358023	0.010573508	0.009512484	0.015758823	0.019082954
k141_5583851_1	Chloroflexi	0.012070759	0.014704491	0.011769217	0.013482644	0.004305436	0.027675741	0.01872332
k141_5588749_3	Thaumarchaeota	0.694586023	0.881705304	1.088608786	0.899889265	0.734008193	0.778423751	0.9180306
k141_5591527_4	Alphaproteobacteria	0.086197074	0.069039538	0.088503584	0.09143349	0.10687742	0.100972522	0.105070158
k141_559286_4	Planctomycetes	0.012118459	0.008786749	0.010345242	0.009118776	0.031244088	0.007295324	0.005188741
k141_5601719_28	Planctomycetes	0.087592053	0.063017426	0.083173748	0.175725459	0.096922757	0.050098217	0.049909558
k141_5604791_1	Planctomycetes	0.004533317	0.009514016	0.017078179	0.006138834	0.006377795	0.003526366	0.005348509
k141_560603_4	Alphaproteobacteria	0.059071923	0.06842398	0.053259461	0.064057918	0.052993212	0.07470964	0.080691976
k141_5606170_4	Alphaproteobacteria	0.031949378	0.02983908	0.011588908	0.0258423	0.036009259	0.020747974	0.020462073
k141_560641_1	Bacteroidetes	0.072314334	0.060352816	0.067167891	0.096250593	0.118124643	0.090617698	0.097614864
k141_5609061_3	Alphaproteobacteria	0.021707721	0.0186601	0.014112266	0.007294603	0.004526287	0.019542833	0.012623576
k141_5610706_1	Thaumarchaeota	0.077645502	0.049453671	0.154566257	0.109086669	0.057554447	0.088129042	0.08175331
k141_561370_1	Thaumarchaeota	0.129866074	0.15910236	0.191078237	0.117363968	0.054978416	0.109107298	0.109821581
k141_5617927_1	Nitrospirae	0.17283421	0.160304068	0.160897273	0.195935425	0.309756296	0.160605496	0.171876852
k141_5623091_1	unclassify	0.028061547	0.013173229	0.012735736	0.006721806	0.004315621	0.009518661	0.022080505
k141_5628878_9	Planctomycetes	0.053003833	0.033590832	0.049198722	0.057331898	0.062002555	0.057302731	0.061795097
k141_5631917_3	Gammaproteobacteria	0.037974889	0.014595763	0.024749675	0.010126376	0.007478545	0.006164031	0.011797395
k141_564590_2	Gemmatimonadetes	0	0.008562864	0.012483428	0.023143034	0.04878697	0.018079221	0.023955322
k141_5651852_1	Chloroflexi	0.024306392	0.04883186	0.03577141	0.031031636	0.034632416	0.039961475	0.035605236
k141_5652461_9	Gammaproteobacteria	0.025179855	0.036106293	0.035258842	0.021030803	0.036360815	0.033768627	0.046324552
k141_5654507_3	Planctomycetes	0.010367451	0.011743114	0.006724657	0.00302062	0.007949298	0.004592527	0.003061619
k141_5656816_2	Gemmatimonadetes	0.042272722	0.050348387	0.042994725	0.070116579	0.137766172	0.08326289	0.074429217
k141_5657173_2	unclassify	0.024142715	0.027521667	0.019764813	0.024804936	0.025360044	0.027373529	0.016772083
k141_565874_5	unclassify	0.007034458	0.026810856	0.026853216	0.015309286	0.01295451	0.011289149	0.016169314
k141_5662035_5	unclassify	0.064357044	0.094227338	0.076792937	0.058077439	0.089275657	0.073145029	0.073181596
k141_566248_9	Alphaproteobacteria	0.028334284	0.033652714	0.041259878	0.015836439	0.035013458	0.03542969	0.030532101
k141_5662876_3	Thaumarchaeota	0.045688014	0.048263473	0.06310225	0.041989187	0.066447384	0.085196745	0.080041558
k141_5670530_1	Planctomycetes	0.055871583	0.051470037	0.031943907	0.067352716	0.060728553	0.066771773	0.049331903
k141_5670669_2	Planctomycetes	0.00832521	0.012654098	0.014778185	0.012856047	0.012735732	0.019695181	0.01776706
k141_567324_5	Gemmatimonadetes	0.058861237	0.002916674	0.004993969	0.005167289	0.007330474	0.008157926	0.002407043
k141_5681422_1	Alphaproteobacteria	0.020399928	0.016895963	0.021876746	0.005929207	0.004885951	0.011231265	0.008741565
k141_5697695_1	Gammaproteobacteria	0.04454466	0.015193708	0.058549042	0.007810328	0.008376693	0.003309032	0.006265601
k141_5697981_1	Bacteroidetes	0.019233931	0.020590041	0.019165984	0.03171304	0.035435146	0.015795268	0.028527668
k141_5698002_2	Gammaproteobacteria	0.208965866	0.144119218	0.121121704	0.115454755	0.069064814	0.162537906	0.127607074
k141_5703174_1	Planctomycetes	0.0026266	0.016573449	0.007308358	0.008326228	0.014013034	0.024627539	0.014260962
k141_5710197_5	Chloroflexi	0.006128485	0.007458986	0.010238219	0.009620827	0.018971871	0.031817594	0.011483609
k141_5713969_1	Gammaproteobacteria	0.03794508	0.029955425	0.032287453	0.016380449	0.019487651	0.042933684	0.017650952
k141_5715689_3	unclassify	0.014871377	0.012248486	0.03011689	0.015234241	0.014819521	0.015661677	0.00850695
k141_5715811_4	Acidobacteria	0.390435737	0.392647	0.372654815	0.421742129	0.38266395	0.361302899	0.383255692
k141_5717234_1	unclassify	0	0.003064363	0.005727918	0	0	0.00128482	0.000617342
k141_5722899_2	Alphaproteobacteria	0.006491432	0.002409409	0.014118081	0.011915605	0.008551135	0.000541022	0.009863063
k141_5724259_2	Gemmatimonadetes	0.011812458	0.001252686	0.005382593	0.004154793	0.000924103	0.00328166	0.016659884
