rps3	phylum	phylum_merge	average	type
k141_787663_1	Chloroflexi	Chloroflexi	0.010034695	low
k141_6062160_4	Chloroflexi	Chloroflexi	0.009977206	low
k141_286323_1	Chloroflexi	Chloroflexi	0.009973009	low
k141_5891823_1	Chloroflexi	Chloroflexi	0.009967266	low
k141_867350_1	Chloroflexi	Chloroflexi	0.009894816	low
k141_6879229_5	Chloroflexi	Chloroflexi	0.009885461	low
k141_3482089_5	Chloroflexi	Chloroflexi	0.009805537	low
k141_7310072_2	Chloroflexi	Chloroflexi	0.009799219	low
k141_8005104_4	Chloroflexi	Chloroflexi	0.009785872	low
k141_5911639_6	Chloroflexi	Chloroflexi	0.009768807	low
k141_1552261_4	Chloroflexi	Chloroflexi	0.009715204	low
k141_3398358_3	Chloroflexi	Chloroflexi	0.009683575	low
k141_2512938_1	Chloroflexi	Chloroflexi	0.009594308	low
k141_3481429_1	Chloroflexi	Chloroflexi	0.009581845	low
k141_9139051_4	Chloroflexi	Chloroflexi	0.009505284	low
k141_3202855_4	Chloroflexi	Chloroflexi	0.009503449	low
k141_184319_1	Chloroflexi	Chloroflexi	0.009457828	low
k141_9799538_1	Chloroflexi	Chloroflexi	0.009452789	low
k141_5242704_2	Chloroflexi	Chloroflexi	0.009413808	low
k141_5985492_5	Chloroflexi	Chloroflexi	0.009392787	low
k141_772937_2	Chloroflexi	Chloroflexi	0.009309081	low
k141_9597178_2	Chloroflexi	Chloroflexi	0.009292009	low
k141_3796639_1	Chloroflexi	Chloroflexi	0.009122727	low
k141_10683030_2	Chloroflexi	Chloroflexi	0.009023178	low
k141_1412097_3	Chloroflexi	Chloroflexi	0.009018007	low
k141_3658364_1	Chloroflexi	Chloroflexi	0.008953847	low
k141_4023190_2	Chloroflexi	Chloroflexi	0.008940176	low
k141_9145032_1	Chloroflexi	Chloroflexi	0.0087343	low
k141_9666140_1	Chloroflexi	Chloroflexi	0.008667961	low
k141_6584611_1	Chloroflexi	Chloroflexi	0.008637763	low
k141_9635803_1	Chloroflexi	Chloroflexi	0.008600712	low
k141_2790198_5	Chloroflexi	Chloroflexi	0.008420326	low
k141_6515044_1	Chloroflexi	Chloroflexi	0.008382249	low
k141_4528050_3	Chloroflexi	Chloroflexi	0.008352305	low
k141_3048995_1	Chloroflexi	Chloroflexi	0.008321915	low
k141_6549849_3	Chloroflexi	Chloroflexi	0.008294988	low
k141_5278058_3	Chloroflexi	Chloroflexi	0.008243513	low
k141_3341084_4	Chloroflexi	Chloroflexi	0.008104619	low
k141_1131983_1	Chloroflexi	Chloroflexi	0.008093047	low
k141_7504076_6	Chloroflexi	Chloroflexi	0.008058112	low
k141_1434318_3	Chloroflexi	Chloroflexi	0.00789249	low
k141_3064510_2	Chloroflexi	Chloroflexi	0.007881504	low
k141_4705383_1	Chloroflexi	Chloroflexi	0.007827358	low
k141_3981487_2	Chloroflexi	Chloroflexi	0.007795809	low
k141_79904_1	Chloroflexi	Chloroflexi	0.007782545	low
k141_663543_2	Chloroflexi	Chloroflexi	0.007650876	low
k141_9320314_1	Chloroflexi	Chloroflexi	0.007638234	low
k141_2136852_4	Chloroflexi	Chloroflexi	0.007578531	low
k141_1736923_4	Chloroflexi	Chloroflexi	0.007571654	low
k141_2221691_2	Chloroflexi	Chloroflexi	0.0074463	low
k141_8399794_4	Chloroflexi	Chloroflexi	0.007407694	low
k141_3344235_3	Chloroflexi	Chloroflexi	0.007356289	low
k141_8805614_3	Chloroflexi	Chloroflexi	0.00727805	low
k141_6189268_3	Chloroflexi	Chloroflexi	0.007255453	low
k141_10209230_3	Chloroflexi	Chloroflexi	0.00721924	low
k141_9085896_2	Chloroflexi	Chloroflexi	0.007186234	low
k141_7694610_2	Chloroflexi	Chloroflexi	0.007047194	low
k141_6462039_2	Chloroflexi	Chloroflexi	0.006975592	low
k141_3331841_1	Chloroflexi	Chloroflexi	0.006949711	low
k141_8341624_3	Chloroflexi	Chloroflexi	0.006880628	low
k141_2009839_1	Chloroflexi	Chloroflexi	0.006767221	low
k141_10203214_1	Chloroflexi	Chloroflexi	0.0067196	low
k141_7064780_2	Chloroflexi	Chloroflexi	0.006708699	low
k141_5952322_3	Chloroflexi	Chloroflexi	0.006663245	low
k141_9781853_1	Chloroflexi	Chloroflexi	0.006632065	low
k141_3018793_4	Chloroflexi	Chloroflexi	0.006607265	low
k141_1252965_5	Chloroflexi	Chloroflexi	0.006556754	low
k141_9759146_4	Chloroflexi	Chloroflexi	0.006444095	low
k141_1111244_2	Chloroflexi	Chloroflexi	0.006390766	low
k141_523666_3	Chloroflexi	Chloroflexi	0.006372655	low
k141_999529_1	Chloroflexi	Chloroflexi	0.006316373	low
k141_2130257_2	Chloroflexi	Chloroflexi	0.006291647	low
k141_8799292_1	Chloroflexi	Chloroflexi	0.006249069	low
k141_8258330_3	Chloroflexi	Chloroflexi	0.006122191	low
k141_2247546_2	Chloroflexi	Chloroflexi	0.006051109	low
k141_1025222_1	Chloroflexi	Chloroflexi	0.005999035	low
k141_8486963_2	Chloroflexi	Chloroflexi	0.005903006	low
k141_3685885_2	Chloroflexi	Chloroflexi	0.005867818	low
k141_2856673_1	Chloroflexi	Chloroflexi	0.005734318	low
k141_8273570_1	Chloroflexi	Chloroflexi	0.005602079	low
k141_6974792_3	Chloroflexi	Chloroflexi	0.005529956	low
k141_4113172_2	Chloroflexi	Chloroflexi	0.005519617	low
k141_3711988_4	Chloroflexi	Chloroflexi	0.005486841	low
k141_8806071_3	Chloroflexi	Chloroflexi	0.005240989	low
k141_9488848_3	Chloroflexi	Chloroflexi	0.005220428	low
k141_212467_2	Chloroflexi	Chloroflexi	0.005210938	low
k141_998284_3	Chloroflexi	Chloroflexi	0.005088257	low
k141_7941312_2	Chloroflexi	Chloroflexi	0.005037648	low
k141_4917888_1	Chloroflexi	Chloroflexi	0.005030586	low
k141_2456524_2	Chloroflexi	Chloroflexi	0.004792393	low
k141_738412_1	Chloroflexi	Chloroflexi	0.00471252	low
k141_7869375_2	Chloroflexi	Chloroflexi	0.004562534	low
k141_10808459_2	Chloroflexi	Chloroflexi	0.004535522	low
k141_3506154_1	Chloroflexi	Chloroflexi	0.004471674	low
k141_10479413_4	Chloroflexi	Chloroflexi	0.004354133	low
k141_1060659_1	Chloroflexi	Chloroflexi	0.004345295	low
k141_6160570_1	Chloroflexi	Chloroflexi	0.004323824	low
k141_3127503_3	Chloroflexi	Chloroflexi	0.004286833	low
k141_7909699_1	Chloroflexi	Chloroflexi	0.004232068	low
k141_4960305_1	Chloroflexi	Chloroflexi	0.004220964	low
k141_580679_1	Chloroflexi	Chloroflexi	0.004136273	low
k141_10006718_2	Chloroflexi	Chloroflexi	0.004040914	low
k141_8553520_6	Chloroflexi	Chloroflexi	0.003954546	low
k141_8289804_1	Chloroflexi	Chloroflexi	0.003937412	low
k141_9694343_1	Chloroflexi	Chloroflexi	0.003895936	low
k141_503242_1	Chloroflexi	Chloroflexi	0.003895671	low
k141_4471838_2	Chloroflexi	Chloroflexi	0.003781509	low
k141_1982502_1	Chloroflexi	Chloroflexi	0.003754847	low
k141_7182340_3	Chloroflexi	Chloroflexi	0.003728339	low
k141_367969_3	Chloroflexi	Chloroflexi	0.003676126	low
k141_5407315_2	Chloroflexi	Chloroflexi	0.003424749	low
k141_8412229_1	Chloroflexi	Chloroflexi	0.003408407	low
k141_10728325_4	Chloroflexi	Chloroflexi	0.003306409	low
k141_1279885_1	Chloroflexi	Chloroflexi	0.003251393	low
k141_8540524_1	Chloroflexi	Chloroflexi	0.00312695	low
k141_646656_3	Chloroflexi	Chloroflexi	0.003066426	low
k141_8262900_4	Chloroflexi	Chloroflexi	0.003021077	low
k141_4737995_2	Chloroflexi	Chloroflexi	0.002824411	low
k141_2940957_1	Chloroflexi	Chloroflexi	0.002736135	low
k141_8629598_2	Chloroflexi	Chloroflexi	0.002553747	low
k141_7712013_1	Chloroflexi	Chloroflexi	0.00243589	low
k141_4588381_2	Chloroflexi	Chloroflexi	0.002361565	low
k141_857620_1	Chloroflexi	Chloroflexi	0.002278891	low
k141_399001_1	Chloroflexi	Chloroflexi	0.002170998	low
k141_7080094_2	Chloroflexi	Chloroflexi	0.001687169	low
k141_6257408_1	Chloroflexi	Chloroflexi	0.001589744	low
k141_3401931_3	Chloroflexi	Chloroflexi	0.001530007	low
k141_6494925_3	Chloroflexi	Chloroflexi	0.001265243	low
k141_5477094_25	Dadabacteria	Dadabacteria	0.411497366	high
k141_4321819_4	Dadabacteria	Dadabacteria	0.053345858	low
k141_4121338_17	Dadabacteria	Dadabacteria	0.038742817	low
k141_10043739_2	Dadabacteria	Dadabacteria	0.035079502	low
k141_2976508_2	Dadabacteria	Dadabacteria	0.027629909	low
k141_2379884_6	Dadabacteria	Dadabacteria	0.020150513	low
k141_5297633_7	Deltaproteobacteria	Deltaproteobacteria	0.034840469	low
k141_1444004_8	Deltaproteobacteria	Deltaproteobacteria	0.026092297	low
k141_9915771_1	Deltaproteobacteria	Deltaproteobacteria	0.014891023	low
k141_8159051_1	Deltaproteobacteria	Deltaproteobacteria	0.009193498	low
k141_8216102_1	Deltaproteobacteria	Deltaproteobacteria	0.009077791	low
k141_3350123_4	Deltaproteobacteria	Deltaproteobacteria	0.00864296	low
k141_7063301_1	Deltaproteobacteria	Deltaproteobacteria	0.00713907	low
k141_10157888_1	Deltaproteobacteria	Deltaproteobacteria	0.00701697	low
k141_1095717_2	Deltaproteobacteria	Deltaproteobacteria	0.005164678	low
k141_1095717_1	Deltaproteobacteria	Deltaproteobacteria	0.005164678	low
k141_514003_5	Deltaproteobacteria	Deltaproteobacteria	0.002929975	low
k141_7137467_5	DPANN_Woesearchaeota	other	0.020632771	low
k141_6396306_7	DPANN_Woesearchaeota	other	0.015889467	low
k141_1869296_5	DPANN_Woesearchaeota	other	0.013196609	low
k141_4524796_2	DPANN_Woesearchaeota	other	0.012809631	low
k141_8532716_1	Elusimicrobia	other	0.006806345	low
k141_6077088_7	Firmicutes	other	0.007570674	low
k141_7719565_25	Gammaproteobacteria	Gammaproteobacteria	0.761421889	high
k141_8858487_28	Gammaproteobacteria	Gammaproteobacteria	0.518709277	high
k141_3727214_8	Gammaproteobacteria	Gammaproteobacteria	0.474986415	high
k141_8008034_7	Gammaproteobacteria	Gammaproteobacteria	0.390960069	high
k141_4662021_1	Gammaproteobacteria	Gammaproteobacteria	0.37928307	high
k141_5859949_2	Gammaproteobacteria	Gammaproteobacteria	0.372003496	high
k141_717727_3	Gammaproteobacteria	Gammaproteobacteria	0.328630295	high
k141_4779361_45	Gammaproteobacteria	Gammaproteobacteria	0.314481739	high
k141_1276909_8	Gammaproteobacteria	Gammaproteobacteria	0.313154464	high
k141_9028288_8	Gammaproteobacteria	Gammaproteobacteria	0.294616009	high
k141_11054799_25	Gammaproteobacteria	Gammaproteobacteria	0.28792212	high
k141_5950454_4	Gammaproteobacteria	Gammaproteobacteria	0.287022984	low
k141_810134_45	Gammaproteobacteria	Gammaproteobacteria	0.262475009	low
k141_2578870_24	Gammaproteobacteria	Gammaproteobacteria	0.249446071	low
k141_8372988_4	Gammaproteobacteria	Gammaproteobacteria	0.245370455	low
k141_2647611_17	Gammaproteobacteria	Gammaproteobacteria	0.245226394	low
k141_3831615_7	Gammaproteobacteria	Gammaproteobacteria	0.240321572	low
k141_4690369_4	Gammaproteobacteria	Gammaproteobacteria	0.209374592	low
k141_9726480_9	Gammaproteobacteria	Gammaproteobacteria	0.202799276	low
k141_4217817_4	Gammaproteobacteria	Gammaproteobacteria	0.201448681	low
k141_9608272_9	Gammaproteobacteria	Gammaproteobacteria	0.201244631	low
k141_3955651_2	Gammaproteobacteria	Gammaproteobacteria	0.197549702	low
k141_3240336_4	Gammaproteobacteria	Gammaproteobacteria	0.196046281	low
k141_1465010_6	Gammaproteobacteria	Gammaproteobacteria	0.188038167	low
k141_10484192_2	Gammaproteobacteria	Gammaproteobacteria	0.182964361	low
k141_10010676_9	Gammaproteobacteria	Gammaproteobacteria	0.18137968	low
k141_7759309_3	Gammaproteobacteria	Gammaproteobacteria	0.178401279	low
k141_5934469_2	Gammaproteobacteria	Gammaproteobacteria	0.17375201	low
k141_7862945_9	Gammaproteobacteria	Gammaproteobacteria	0.168195982	low
k141_8007381_9	Gammaproteobacteria	Gammaproteobacteria	0.16567869	low
k141_2546326_4	Gammaproteobacteria	Gammaproteobacteria	0.162790826	low
k141_6526450_9	Gammaproteobacteria	Gammaproteobacteria	0.160347447	low
k141_4917108_11	Gammaproteobacteria	Gammaproteobacteria	0.15835794	low
k141_216364_2	Gammaproteobacteria	Gammaproteobacteria	0.146914708	low
k141_2423018_6	Gammaproteobacteria	Gammaproteobacteria	0.146516697	low
k141_7363237_20	Gammaproteobacteria	Gammaproteobacteria	0.146180672	low
k141_427502_10	Gammaproteobacteria	Gammaproteobacteria	0.144812807	low
k141_2196247_4	Gammaproteobacteria	Gammaproteobacteria	0.138472465	low
k141_5341266_3	Gammaproteobacteria	Gammaproteobacteria	0.137061942	low
k141_5698002_2	Gammaproteobacteria	Gammaproteobacteria	0.135553048	low
k141_2579143_21	Gammaproteobacteria	Gammaproteobacteria	0.134234681	low
k141_693928_5	Gammaproteobacteria	Gammaproteobacteria	0.133523936	low
k141_3300805_1	Gammaproteobacteria	Gammaproteobacteria	0.129528757	low
k141_6713973_4	Gammaproteobacteria	Gammaproteobacteria	0.121681761	low
k141_1039780_1	Gammaproteobacteria	Gammaproteobacteria	0.12139916	low
k141_7392199_15	Gammaproteobacteria	Gammaproteobacteria	0.120958783	low
k141_1356145_14	Gammaproteobacteria	Gammaproteobacteria	0.117330276	low
k141_6040793_15	Gammaproteobacteria	Gammaproteobacteria	0.115530285	low
k141_7023628_2	Gammaproteobacteria	Gammaproteobacteria	0.114029016	low
k141_6998151_7	Gammaproteobacteria	Gammaproteobacteria	0.113976245	low
k141_537700_2	Gammaproteobacteria	Gammaproteobacteria	0.1132674	low
k141_6165448_6	Gammaproteobacteria	Gammaproteobacteria	0.1132674	low
k141_6535451_15	Gammaproteobacteria	Gammaproteobacteria	0.111854859	low
k141_4440195_1	Gammaproteobacteria	Gammaproteobacteria	0.110980538	low
k141_889130_1	Gammaproteobacteria	Gammaproteobacteria	0.110096903	low
k141_4033015_3	Gammaproteobacteria	Gammaproteobacteria	0.109326249	low
k141_6760492_20	Gammaproteobacteria	Gammaproteobacteria	0.109200235	low
k141_6162198_7	Gammaproteobacteria	Gammaproteobacteria	0.108725028	low
k141_232405_3	Gammaproteobacteria	Gammaproteobacteria	0.104300902	low
k141_3461519_1	Gammaproteobacteria	Gammaproteobacteria	0.1037881	low
k141_4681345_3	Gammaproteobacteria	Gammaproteobacteria	0.101002728	low
k141_8267883_7	Gammaproteobacteria	Gammaproteobacteria	0.100267317	low
k141_2846413_2	Gammaproteobacteria	Gammaproteobacteria	0.098680639	low
k141_10242166_7	Gammaproteobacteria	Gammaproteobacteria	0.090993755	low
k141_3985184_7	Gammaproteobacteria	Gammaproteobacteria	0.09001398	low
k141_3617445_2	Gammaproteobacteria	Gammaproteobacteria	0.087331472	low
k141_25113_11	Gammaproteobacteria	Gammaproteobacteria	0.086568863	low
k141_9690325_1	Gammaproteobacteria	Gammaproteobacteria	0.086040309	low
k141_6691042_9	Gammaproteobacteria	Gammaproteobacteria	0.084380212	low
k141_9984500_10	Gammaproteobacteria	Gammaproteobacteria	0.083280239	low
k141_4057897_2	Gammaproteobacteria	Gammaproteobacteria	0.081402751	low
k141_6771535_7	Gammaproteobacteria	Gammaproteobacteria	0.081121926	low
k141_8836304_8	Gammaproteobacteria	Gammaproteobacteria	0.080930398	low
k141_8341016_36	Gammaproteobacteria	Gammaproteobacteria	0.08020143	low
k141_3589236_3	Gammaproteobacteria	Gammaproteobacteria	0.079598687	low
k141_10057950_9	Gammaproteobacteria	Gammaproteobacteria	0.078949163	low
k141_1775531_5	Gammaproteobacteria	Gammaproteobacteria	0.073611838	low
k141_2895654_7	Gammaproteobacteria	Gammaproteobacteria	0.068464685	low
k141_3164046_3	Gammaproteobacteria	Gammaproteobacteria	0.068393126	low
k141_3574176_3	Gammaproteobacteria	Gammaproteobacteria	0.067413352	low
k141_2924979_15	Gammaproteobacteria	Gammaproteobacteria	0.06637727	low
k141_3817767_28	Gammaproteobacteria	Gammaproteobacteria	0.065927315	low
k141_3050375_21	Gammaproteobacteria	Gammaproteobacteria	0.064694954	low
k141_6366281_5	Gammaproteobacteria	Gammaproteobacteria	0.064551079	low
k141_6777308_5	Gammaproteobacteria	Gammaproteobacteria	0.063575702	low
k141_4597747_7	Gammaproteobacteria	Gammaproteobacteria	0.062630423	low
k141_1993183_8	Gammaproteobacteria	Gammaproteobacteria	0.060071854	low
k141_5294384_4	Gammaproteobacteria	Gammaproteobacteria	0.05984424	low
k141_8154081_1	Gammaproteobacteria	Gammaproteobacteria	0.059808658	low
k141_5046779_8	Gammaproteobacteria	Gammaproteobacteria	0.058694765	low
k141_4974183_12	Gammaproteobacteria	Gammaproteobacteria	0.055678295	low
k141_1109945_3	Gammaproteobacteria	Gammaproteobacteria	0.054586567	low
k141_6410826_2	Gammaproteobacteria	Gammaproteobacteria	0.054031936	low
k141_6844038_10	Gammaproteobacteria	Gammaproteobacteria	0.052203941	low
k141_5256600_3	Gammaproteobacteria	Gammaproteobacteria	0.051965025	low
k141_2197424_9	Gammaproteobacteria	Gammaproteobacteria	0.051496404	low
k141_6680491_14	Gammaproteobacteria	Gammaproteobacteria	0.050461171	low
k141_6518871_4	Gammaproteobacteria	Gammaproteobacteria	0.049954464	low
k141_8442241_9	Gammaproteobacteria	Gammaproteobacteria	0.04971037	low
k141_5255047_7	Gammaproteobacteria	Gammaproteobacteria	0.049467272	low
k141_5794657_5	Gammaproteobacteria	Gammaproteobacteria	0.049304489	low
k141_11168978_35	Gammaproteobacteria	Gammaproteobacteria	0.048490943	low
k141_500524_9	Gammaproteobacteria	Gammaproteobacteria	0.04826575	low
k141_9029798_7	Gammaproteobacteria	Gammaproteobacteria	0.047826294	low
k141_5406116_2	Gammaproteobacteria	Gammaproteobacteria	0.047220891	low
k141_900899_7	Gammaproteobacteria	Gammaproteobacteria	0.04660219	low
k141_2285849_4	Gammaproteobacteria	Gammaproteobacteria	0.046430716	low
k141_5724527_6	Gammaproteobacteria	Gammaproteobacteria	0.046066731	low
k141_876742_1	Gammaproteobacteria	Gammaproteobacteria	0.045863948	low
k141_659243_1	Gammaproteobacteria	Gammaproteobacteria	0.045409871	low
k141_7874831_2	Gammaproteobacteria	Gammaproteobacteria	0.044563065	low
k141_6610995_10	Gammaproteobacteria	Gammaproteobacteria	0.044300748	low
k141_1862752_30	Gammaproteobacteria	Gammaproteobacteria	0.044163555	low
k141_837776_1	Gammaproteobacteria	Gammaproteobacteria	0.043670571	low
k141_5281334_2	Gammaproteobacteria	Gammaproteobacteria	0.043492775	low
k141_4765084_10	Gammaproteobacteria	Gammaproteobacteria	0.043095876	low
k141_3459233_5	Gammaproteobacteria	Gammaproteobacteria	0.042833081	low
k141_2636726_3	Gammaproteobacteria	Gammaproteobacteria	0.042536318	low
k141_2967431_7	Gammaproteobacteria	Gammaproteobacteria	0.041773818	low
k141_8280449_9	Gammaproteobacteria	Gammaproteobacteria	0.041045274	low
k141_5411122_10	Gammaproteobacteria	Gammaproteobacteria	0.040851608	low
k141_405374_5	Gammaproteobacteria	Gammaproteobacteria	0.040438916	low
k141_5001920_4	Gammaproteobacteria	Gammaproteobacteria	0.040316482	low
k141_9024035_1	Gammaproteobacteria	Gammaproteobacteria	0.039768843	low
k141_8850223_1	Gammaproteobacteria	Gammaproteobacteria	0.039602871	low
k141_6616855_4	Gammaproteobacteria	Gammaproteobacteria	0.039156964	low
k141_400454_2	Gammaproteobacteria	Gammaproteobacteria	0.038964752	low
k141_4025496_7	Gammaproteobacteria	Gammaproteobacteria	0.037950772	low
k141_360520_1	Gammaproteobacteria	Gammaproteobacteria	0.037058287	low
k141_4576729_3	Gammaproteobacteria	Gammaproteobacteria	0.037016905	low
k141_1512827_3	Gammaproteobacteria	Gammaproteobacteria	0.036254153	low
k141_8047844_3	Gammaproteobacteria	Gammaproteobacteria	0.036009716	low
k141_575553_6	Gammaproteobacteria	Gammaproteobacteria	0.035955397	low
k141_4641264_9	Gammaproteobacteria	Gammaproteobacteria	0.035780994	low
k141_5840422_17	Gammaproteobacteria	Gammaproteobacteria	0.03549689	low
k141_8071037_3	Gammaproteobacteria	Gammaproteobacteria	0.035226297	low
k141_10167687_3	Gammaproteobacteria	Gammaproteobacteria	0.035185983	low
k141_1966451_4	Gammaproteobacteria	Gammaproteobacteria	0.034773641	low
k141_3565622_4	Gammaproteobacteria	Gammaproteobacteria	0.034264268	low
k141_8398755_3	Gammaproteobacteria	Gammaproteobacteria	0.033667838	low
k141_5652461_9	Gammaproteobacteria	Gammaproteobacteria	0.033432826	low
k141_4987469_2	Gammaproteobacteria	Gammaproteobacteria	0.033235326	low
k141_8231150_1	Gammaproteobacteria	Gammaproteobacteria	0.033008512	low
k141_5370434_1	Gammaproteobacteria	Gammaproteobacteria	0.032997741	low
k141_1529004_6	Gammaproteobacteria	Gammaproteobacteria	0.032761779	low
k141_1676395_4	Gammaproteobacteria	Gammaproteobacteria	0.032366535	low
k141_6728775_1	Gammaproteobacteria	Gammaproteobacteria	0.031396463	low
k141_4918904_1	Gammaproteobacteria	Gammaproteobacteria	0.031310054	low
k141_4506186_1	Gammaproteobacteria	Gammaproteobacteria	0.03063214	low
k141_7821387_1	Gammaproteobacteria	Gammaproteobacteria	0.030210761	low
k141_2216920_2	Gammaproteobacteria	Gammaproteobacteria	0.030182517	low
k141_3520584_2	Gammaproteobacteria	Gammaproteobacteria	0.030169011	low
k141_6591919_4	Gammaproteobacteria	Gammaproteobacteria	0.030061776	low
k141_4027908_8	Gammaproteobacteria	Gammaproteobacteria	0.029930144	low
k141_38112_15	Gammaproteobacteria	Gammaproteobacteria	0.029495822	low
k141_4261743_2	Gammaproteobacteria	Gammaproteobacteria	0.029151415	low
k141_5256822_9	Gammaproteobacteria	Gammaproteobacteria	0.029123242	low
k141_10047021_1	Gammaproteobacteria	Gammaproteobacteria	0.028818272	low
k141_1309558_6	Gammaproteobacteria	Gammaproteobacteria	0.028358851	low
k141_2008895_1	Gammaproteobacteria	Gammaproteobacteria	0.028199489	low
k141_5713969_1	Gammaproteobacteria	Gammaproteobacteria	0.028091528	low
k141_5924618_1	Gammaproteobacteria	Gammaproteobacteria	0.027936424	low
k141_4176656_2	Gammaproteobacteria	Gammaproteobacteria	0.02742171	low
k141_86965_6	Gammaproteobacteria	Gammaproteobacteria	0.027406366	low
k141_172082_1	Gammaproteobacteria	Gammaproteobacteria	0.027364973	low
k141_3281944_3	Gammaproteobacteria	Gammaproteobacteria	0.027328516	low
k141_6182610_1	Gammaproteobacteria	Gammaproteobacteria	0.027292898	low
k141_2230838_7	Gammaproteobacteria	Gammaproteobacteria	0.027211198	low
k141_3201203_5	Gammaproteobacteria	Gammaproteobacteria	0.027174477	low
k141_5539428_9	Gammaproteobacteria	Gammaproteobacteria	0.026978424	low
k141_3124641_2	Gammaproteobacteria	Gammaproteobacteria	0.026250444	low
k141_6481616_2	Gammaproteobacteria	Gammaproteobacteria	0.026098206	low
k141_7152431_1	Gammaproteobacteria	Gammaproteobacteria	0.026042807	low
k141_4131846_12	Gammaproteobacteria	Gammaproteobacteria	0.025837719	low
k141_11468736_4	Gammaproteobacteria	Gammaproteobacteria	0.0254707	low
k141_2863437_4	Gammaproteobacteria	Gammaproteobacteria	0.0252261	low
k141_8928897_2	Gammaproteobacteria	Gammaproteobacteria	0.024978355	low
k141_749325_1	Gammaproteobacteria	Gammaproteobacteria	0.02434368	low
k141_2382189_6	Gammaproteobacteria	Gammaproteobacteria	0.024091983	low
k141_3446449_1	Gammaproteobacteria	Gammaproteobacteria	0.023745642	low
k141_2212269_10	Gammaproteobacteria	Gammaproteobacteria	0.023670511	low
k141_6594583_5	Gammaproteobacteria	Gammaproteobacteria	0.023624779	low
k141_6867359_4	Gammaproteobacteria	Gammaproteobacteria	0.023407103	low
k141_2952324_6	Gammaproteobacteria	Gammaproteobacteria	0.023128349	low
k141_4618322_2	Gammaproteobacteria	Gammaproteobacteria	0.022918332	low
k141_2191739_1	Gammaproteobacteria	Gammaproteobacteria	0.022731605	low
k141_6248449_1	Gammaproteobacteria	Gammaproteobacteria	0.022640686	low
k141_4086030_2	Gammaproteobacteria	Gammaproteobacteria	0.022436522	low
k141_5396647_3	Gammaproteobacteria	Gammaproteobacteria	0.022375131	low
k141_5326604_9	Gammaproteobacteria	Gammaproteobacteria	0.022303128	low
k141_7052917_6	Gammaproteobacteria	Gammaproteobacteria	0.022267907	low
k141_3103870_4	Gammaproteobacteria	Gammaproteobacteria	0.021993979	low
k141_2152663_8	Gammaproteobacteria	Gammaproteobacteria	0.021930384	low
k141_7154570_4	Gammaproteobacteria	Gammaproteobacteria	0.021492905	low
k141_4607785_1	Gammaproteobacteria	Gammaproteobacteria	0.021300856	low
k141_1254259_3	Gammaproteobacteria	Gammaproteobacteria	0.021277056	low
k141_5500167_2	Gammaproteobacteria	Gammaproteobacteria	0.020855543	low
k141_1063463_2	Gammaproteobacteria	Gammaproteobacteria	0.020706261	low
k141_8128278_3	Gammaproteobacteria	Gammaproteobacteria	0.020636187	low
k141_5697695_1	Gammaproteobacteria	Gammaproteobacteria	0.020578438	low
k141_8172416_12	Gammaproteobacteria	Gammaproteobacteria	0.020554671	low
k141_4257334_2	Gammaproteobacteria	Gammaproteobacteria	0.020399677	low
k141_9252311_1	Gammaproteobacteria	Gammaproteobacteria	0.02020696	low
k141_7272263_3	Gammaproteobacteria	Gammaproteobacteria	0.020118712	low
k141_3348175_1	Gammaproteobacteria	Gammaproteobacteria	0.019976446	low
k141_5357442_14	Gammaproteobacteria	Gammaproteobacteria	0.019935891	low
k141_5277179_1	Gammaproteobacteria	Gammaproteobacteria	0.01977307	low
k141_197161_3	Gammaproteobacteria	Gammaproteobacteria	0.019745779	low
k141_8018682_3	Gammaproteobacteria	Gammaproteobacteria	0.019437928	low
k141_9139901_2	Gammaproteobacteria	Gammaproteobacteria	0.019352861	low
k141_3413872_1	Gammaproteobacteria	Gammaproteobacteria	0.019117777	low
k141_3609300_4	Gammaproteobacteria	Gammaproteobacteria	0.019042633	low
k141_10278673_1	Gammaproteobacteria	Gammaproteobacteria	0.01900437	low
k141_4544248_5	Gammaproteobacteria	Gammaproteobacteria	0.018538223	low
k141_3913057_3	Gammaproteobacteria	Gammaproteobacteria	0.018373894	low
k141_6566159_6	Gammaproteobacteria	Gammaproteobacteria	0.018372749	low
k141_10719812_3	Gammaproteobacteria	Gammaproteobacteria	0.018299363	low
k141_339265_3	Gammaproteobacteria	Gammaproteobacteria	0.018207122	low
k141_1365159_9	Gammaproteobacteria	Gammaproteobacteria	0.0182013	low
k141_4833757_1	Gammaproteobacteria	Gammaproteobacteria	0.018092216	low
k141_1621880_2	Gammaproteobacteria	Gammaproteobacteria	0.017981547	low
k141_2683894_1	Gammaproteobacteria	Gammaproteobacteria	0.017834275	low
k141_3054439_9	Gammaproteobacteria	Gammaproteobacteria	0.01773275	low
k141_5754673_1	Gammaproteobacteria	Gammaproteobacteria	0.017535758	low
k141_9778224_2	Gammaproteobacteria	Gammaproteobacteria	0.017185489	low
k141_5743067_1	Gammaproteobacteria	Gammaproteobacteria	0.017140758	low
k141_8676488_5	Gammaproteobacteria	Gammaproteobacteria	0.017077137	low
k141_7055068_2	Gammaproteobacteria	Gammaproteobacteria	0.016494967	low
k141_5859396_2	Gammaproteobacteria	Gammaproteobacteria	0.016414456	low
k141_7478791_3	Gammaproteobacteria	Gammaproteobacteria	0.016394385	low
