bins	query	target_gene	gene_name	bins phylum	bins abundance
KW1-S08_242	KW1-S08_242_cg437_4	DmkA	DmkA	Bacteroidota	0.151103031
KW1-S08_229	KW1-S08_229_cg272_15	DmkA	DmkA	SAR324	0.071125272
KW1-S21_168	KW1-S21_168_cg128_1	DmkA	DmkA	Tectomicrobia	0.197764756
KW1-S05_59	KW1-S05_59_cg250_1	DmkA	DmkA	Actinobacteriota	0.267224739
KW1-S21_189	KW1-S21_189_cg678_2	DmkA	DmkA	Proteobacteria	0.150738168
KW1-S15_187	KW1-S15_187_cg457_14	DmkA	DmkA	Myxococcota_A	0.32033485
A5-S04_70	A5-S04_70_cg267_3	DmkA	DmkA	Bacteroidota	0.148820884
KW1-S08_30	KW1-S08_30_cg168_2	DmkA	DmkA	Chloroflexota	0.318359236
KW1-S11_65	KW1-S11_65_cg173_5	DmkA	DmkA	Bacteroidota	0.161869829
KW1-S11_42	KW1-S11_42_cg6_3	DmkA	DmkA	Actinobacteriota	0.327662699
A5-S04_112	A5-S04_112_cg137_3	DmkA	DmkA	Gemmatimonadota	0.186611123
KW1-S21_123	KW1-S21_123_cg199_3	DmkA	DmkA	Gemmatimonadota	0.183671597
KW1-S08_280	KW1-S08_280_cg388_1	DmkA	DmkA	Myxococcota_A	0.242426154
KW1-S08_280	KW1-S08_280_cg68_3	DmkA	DmkA	Myxococcota_A	0.242426154
KW1-S15_117	KW1-S15_117_cg225_2	DmkA	DmkA	SAR324	0.078088514
A5-S04_119	A5-S04_119_cg284_2	DmkA	DmkA	Desulfobacterota_B	0.92977853
KW1-S05_127	KW1-S05_127_cg292_2	DmkA	DmkA	Desulfobacterota_B	0.923471411
KW1-S05_110	KW1-S05_110_cg124_3	DmkA	DmkA	Proteobacteria	0.213011789
KW1-S11_15	KW1-S11_15_cg378_15	DmkA	DmkA	SAR324	0.076138432
KW1-S05_108	KW1-S05_108_cg225_14	DmkA	DmkA	Chloroflexota	0.277928309
KW1-S08_236	KW1-S08_236_cg225_1	DmkA	DmkA	Bacteroidota	0.220492649
A5-S03_104	A5-S03_104_cg65_3	DmkA	DmkA	Desulfobacterota_B	0.964189563
A5-S04_75	A5-S04_75_cg128_11	DmkA	DmkA	Actinobacteriota	0.290472767
KW1-S15_267	KW1-S15_267_cg326_5	DmkA	DmkA	Myxococcota	0.183219153
KW1-S08_213	KW1-S08_213_cg278_2	DmkA	DmkA	Actinobacteriota	0.241876276
KW1-S11_24	KW1-S11_24_cg60_8	DmkA	DmkA	SAR324	0.305641044
KW1-S15_306	KW1-S15_306_cg203_3	DmkA	DmkA	KSB1	0.271841916
A5-S03_23	A5-S03_23_cg344_2	DmkA	DmkA	SAR324	0.074032541
A5-S04_77	A5-S04_77_cg384_14	DmkA	DmkA	SAR324	0.072210886
A5-S03_18	A5-S03_18_cg223_3	DmkA	DmkA	Myxococcota_A	0.260539826
KW1-S05_141	KW1-S05_141_cg404_5	DmkA	DmkA	SAR324	0.076622328
KW1-S21_73	KW1-S21_73_cg175_1	DmkB	DmkB	Chloroflexota	0.110486527
KW1-S21_73	KW1-S21_73_cg27_1	DmkB	DmkB	Chloroflexota	0.110486527
A5-S03_93	A5-S03_93_cg279_2	DmkB	DmkB	Acidobacteriota	0.441840494
A5-S03_93	A5-S03_93_cg542_5	DmkB	DmkB	Acidobacteriota	0.441840494
KW1-S08_208	KW1-S08_208_cg25_7	DmkB	DmkB	Thermoproteota	0.213035727
KW1-S15_144	KW1-S15_144_cg50_4	DmkB	DmkB	Thermoproteota	0.670466961
KW1-S15_144	KW1-S15_144_cg33_1	DmkB	DmkB	Thermoproteota	0.670466961
KW1-S15_144	KW1-S15_144_cg7_25	DmkB	DmkB	Thermoproteota	0.670466961
KW1-S21_32	KW1-S21_32_cg171_20	DmkB	DmkB	Gemmatimonadota	0.352226454
KW1-S21_32	KW1-S21_32_cg208_12	DmkB	DmkB	Gemmatimonadota	0.352226454
KW1-S05_43	KW1-S05_43_cg313_5	DmkB	DmkB	Myxococcota_A	0.235256853
KW1-S05_43	KW1-S05_43_cg90_9	DmkB	DmkB	Myxococcota_A	0.235256853
KW1-S08_133	KW1-S08_133_cg125_47	DmkB	DmkB	Bacteroidota	0.370033516
KW1-S08_133	KW1-S08_133_cg16_48	DmkB	DmkB	Bacteroidota	0.370033516
KW1-S15_115	KW1-S15_115_cg233_6	DmkB	DmkB	Krumholzibacteriota	0.188126221
KW1-S15_115	KW1-S15_115_cg172_12	DmkB	DmkB	Krumholzibacteriota	0.188126221
KW1-S08_192	KW1-S08_192_cg291_4	DmkB	DmkB	Desulfobacterota_B	0.271533373
KW1-S08_192	KW1-S08_192_cg251_5	DmkB	DmkB	Desulfobacterota_B	0.271533373
KW1-S21_144	KW1-S21_144_cg145_4	DmkB	DmkB	SAR324	0.075586438
KW1-S21_144	KW1-S21_144_cg163_3	DmkB	DmkB	SAR324	0.075586438
KW1-S15_135	KW1-S15_135_cg322_3	DmkB	DmkB	Proteobacteria	0.224710204
KW1-S15_135	KW1-S15_135_cg362_2	DmkB	DmkB	Proteobacteria	0.224710204
KW1-S08_24	KW1-S08_24_cg279_2	DmkB	DmkB	Verrucomicrobiota	0.1502044
KW1-S08_24	KW1-S08_24_cg705_1	DmkB	DmkB	Verrucomicrobiota	0.1502044
KW1-S15_41	KW1-S15_41_cg285_3	DmkB	DmkB	Myxococcota_A	0.21241194
KW1-S15_41	KW1-S15_41_cg279_3	DmkB	DmkB	Myxococcota_A	0.21241194
KW1-S21_196	KW1-S21_196_cg366_8	DmkB	DmkB	Acidobacteriota	0.480650736
KW1-S21_196	KW1-S21_196_cg48_11	DmkB	DmkB	Acidobacteriota	0.480650736
KW1-S08_46	KW1-S08_46_cg239_1	DmkB	DmkB	Proteobacteria	0.135284126
KW1-S08_46	KW1-S08_46_cg210_3	DmkB	DmkB	Proteobacteria	0.135284126
A5-S03_156	A5-S03_156_cg276_3	DmkB	DmkB	Proteobacteria	0.294276124
A5-S03_156	A5-S03_156_cg490_4	DmkB	DmkB	Proteobacteria	0.294276124
A5-S04_105	A5-S04_105_cg254_2	DmkB	DmkB	Proteobacteria	0.196605762
A5-S04_105	A5-S04_105_cg142_5	DmkB	DmkB	Proteobacteria	0.196605762
A5-S04_105	A5-S04_105_cg148_1	DmkB	DmkB	Proteobacteria	0.196605762
KW1-S11_81	KW1-S11_81_cg114_2	DmkB	DmkB	Proteobacteria	0.521556793
KW1-S11_81	KW1-S11_81_cg6_3	DmkB	DmkB	Proteobacteria	0.521556793
KW1-S08_62	KW1-S08_62_cg50_9	DmkB	DmkB	Proteobacteria	0.217866324
KW1-S08_62	KW1-S08_62_cg359_7	DmkB	DmkB	Proteobacteria	0.217866324
KW1-S15_14	KW1-S15_14_cg159_5	DmkB	DmkB	Planctomycetota	0.207537474
KW1-S11_146	KW1-S11_146_cg8_4	DmkB	DmkB	Proteobacteria	2.729152986
KW1-S11_146	KW1-S11_146_cg201_30	DmkB	DmkB	Proteobacteria	2.729152986
KW1-S11_146	KW1-S11_146_cg191_4	DmkB	DmkB	Proteobacteria	2.729152986
KW1-S21_260	KW1-S21_260_cg277_4	DmkB	DmkB	Proteobacteria	0.243632343
KW1-S21_260	KW1-S21_260_cg64_2	DmkB	DmkB	Proteobacteria	0.243632343
KW1-S21_260	KW1-S21_260_cg300_1	DmkB	DmkB	Proteobacteria	0.243632343
KW1-S21_260	KW1-S21_260_cg307_6	DmkB	DmkB	Proteobacteria	0.243632343
KW1-S08_89	KW1-S08_89_cg57_7	DmkB	DmkB	Proteobacteria	0.256331371
KW1-S15_8	KW1-S15_8_cg395_2	DmkB	DmkB	Proteobacteria	0.503847403
KW1-S11_103	KW1-S11_103_cg13_3	DmkB	DmkB	Acidobacteriota	0.234421643
A5-S03_30	A5-S03_30_cg321_18	DmkB	DmkB	Actinobacteriota	2.320727171
KW1-S15_149	KW1-S15_149_cg189_1	DmkB	DmkB	Proteobacteria	0.160014541
KW1-S15_149	KW1-S15_149_cg601_10	DmkB	DmkB	Proteobacteria	0.160014541
KW1-S05_85	KW1-S05_85_cg297_1	DmkB	DmkB	Proteobacteria	0.349193537
KW1-S05_85	KW1-S05_85_cg380_5	DmkB	DmkB	Proteobacteria	0.349193537
KW1-S08_268	KW1-S08_268_cg143_7	DmkB	DmkB	Tectomicrobia	0.926897809
KW1-S08_268	KW1-S08_268_cg140_4	DmkB	DmkB	Tectomicrobia	0.926897809
A5-S03_33	A5-S03_33_cg166_3	DmkB	DmkB	Proteobacteria	0.21222155
A5-S03_33	A5-S03_33_cg214_6	DmkB	DmkB	Proteobacteria	0.21222155
KW1-S15_234	KW1-S15_234_cg117_3	DmkB	DmkB	Proteobacteria	0.228959717
KW1-S15_234	KW1-S15_234_cg112_7	DmkB	DmkB	Proteobacteria	0.228959717
A5-S04_200	A5-S04_200_cg98_2	DmkB	DmkB	Proteobacteria	0.945031543
A5-S04_200	A5-S04_200_cg65_3	DmkB	DmkB	Proteobacteria	0.945031543
A5-S04_136	A5-S04_136_cg308_1	DmkB	DmkB	Chloroflexota	0.302968297
A5-S04_136	A5-S04_136_cg384_6	DmkB	DmkB	Chloroflexota	0.302968297
A5-S03_147	A5-S03_147_cg292_16	DmkB	DmkB	Actinobacteriota	0.314260634
KW1-S11_190	KW1-S11_190_cg428_2	DmkB	DmkB	Gemmatimonadota	0.312577214
KW1-S11_190	KW1-S11_190_cg349_3	DmkB	DmkB	Gemmatimonadota	0.312577214
KW1-S08_222	KW1-S08_222_cg213_3	DmkB	DmkB	Bacteroidota	0.150504472
KW1-S08_222	KW1-S08_222_cg218_11	DmkB	DmkB	Bacteroidota	0.150504472
KW1-S05_112	KW1-S05_112_cg119_9	DmkB	DmkB	Chloroflexota	0.310899793
KW1-S05_112	KW1-S05_112_cg41_8	DmkB	DmkB	Chloroflexota	0.310899793
KW1-S08_242	KW1-S08_242_cg501_3	DmkB	DmkB	Bacteroidota	0.151103031
KW1-S08_242	KW1-S08_242_cg242_2	DmkB	DmkB	Bacteroidota	0.151103031
KW1-S08_233	KW1-S08_233_cg17_2	DmkB	DmkB	Chloroflexota	0.104121405
A5-S04_18	A5-S04_18_cg185_1	DmkB	DmkB	Acidobacteriota	0.199671379
A5-S04_18	A5-S04_18_cg113_1	DmkB	DmkB	Acidobacteriota	0.199671379
A5-S04_18	A5-S04_18_cg445_6	DmkB	DmkB	Acidobacteriota	0.199671379
KW1-S21_160	KW1-S21_160_cg330_7	DmkB	DmkB	Acidobacteriota	0.088854504
KW1-S21_160	KW1-S21_160_cg155_4	DmkB	DmkB	Acidobacteriota	0.088854504
KW1-S21_160	KW1-S21_160_cg136_1	DmkB	DmkB	Acidobacteriota	0.088854504
KW1-S08_229	KW1-S08_229_cg245_3	DmkB	DmkB	SAR324	0.071125272
KW1-S08_229	KW1-S08_229_cg327_17	DmkB	DmkB	SAR324	0.071125272
KW1-S21_168	KW1-S21_168_cg572_2	DmkB	DmkB	Tectomicrobia	0.197764756
KW1-S21_168	KW1-S21_168_cg551_1	DmkB	DmkB	Tectomicrobia	0.197764756
KW1-S21_168	KW1-S21_168_cg8_3	DmkB	DmkB	Tectomicrobia	0.197764756
KW1-S21_168	KW1-S21_168_cg446_6	DmkB	DmkB	Tectomicrobia	0.197764756
KW1-S21_168	KW1-S21_168_cg359_4	DmkB	DmkB	Tectomicrobia	0.197764756
KW1-S05_59	KW1-S05_59_cg200_7	DmkB	DmkB	Actinobacteriota	0.267224739
KW1-S21_28	KW1-S21_28_cg65_4	DmkB	DmkB	Proteobacteria	0.485937491
KW1-S21_28	KW1-S21_28_cg29_4	DmkB	DmkB	Proteobacteria	0.485937491
KW1-S15_2	KW1-S15_2_cg141_2	DmkB	DmkB	Bacteroidota	0.25881706
KW1-S08_121	KW1-S08_121_cg158_7	DmkB	DmkB	Thermoproteota	0.513133703
A5-S03_163	A5-S03_163_cg191_2	DmkB	DmkB	Proteobacteria	0.58112905
A5-S03_163	A5-S03_163_cg273_5	DmkB	DmkB	Proteobacteria	0.58112905
A5-S03_163	A5-S03_163_cg328_6	DmkB	DmkB	Proteobacteria	0.58112905
KW1-S15_72	KW1-S15_72_cg254_9	DmkB	DmkB	Proteobacteria	0.309811747
KW1-S15_72	KW1-S15_72_cg342_17	DmkB	DmkB	Proteobacteria	0.309811747
KW1-S21_174	KW1-S21_174_cg99_17	DmkB	DmkB	Planctomycetota	0.300195743
KW1-S21_174	KW1-S21_174_cg20_6	DmkB	DmkB	Planctomycetota	0.300195743
KW1-S21_141	KW1-S21_141_cg342_3	DmkB	DmkB	Proteobacteria	0.65511743
KW1-S21_141	KW1-S21_141_cg132_5	DmkB	DmkB	Proteobacteria	0.65511743
KW1-S21_27	KW1-S21_27_cg315_4	DmkB	DmkB	Proteobacteria	0.145856161
KW1-S21_27	KW1-S21_27_cg12_10	DmkB	DmkB	Proteobacteria	0.145856161
KW1-S08_174	KW1-S08_174_cg111_8	DmkB	DmkB	Acidobacteriota	0.092089279
KW1-S08_174	KW1-S08_174_cg228_4	DmkB	DmkB	Acidobacteriota	0.092089279
KW1-S08_174	KW1-S08_174_cg373_8	DmkB	DmkB	Acidobacteriota	0.092089279
KW1-S15_23	KW1-S15_23_cg235_8	DmkB	DmkB	Proteobacteria	0.188993937
KW1-S15_23	KW1-S15_23_cg12_9	DmkB	DmkB	Proteobacteria	0.188993937
KW1-S15_227	KW1-S15_227_cg15_7	DmkB	DmkB	Thermoproteota	0.207153977
KW1-S08_198	KW1-S08_198_cg301_13	DmkB	DmkB	Proteobacteria	0.388910899
KW1-S08_198	KW1-S08_198_cg165_1	DmkB	DmkB	Proteobacteria	0.388910899
KW1-S08_198	KW1-S08_198_cg158_93	DmkB	DmkB	Proteobacteria	0.388910899
KW1-S08_198	KW1-S08_198_cg90_1	DmkB	DmkB	Proteobacteria	0.388910899
KW1-S21_189	KW1-S21_189_cg252_1	DmkB	DmkB	Proteobacteria	0.150738168
KW1-S21_189	KW1-S21_189_cg671_2	DmkB	DmkB	Proteobacteria	0.150738168
KW1-S15_279	KW1-S15_279_cg148_5	DmkB	DmkB	Acidobacteriota	0.258526741
KW1-S15_279	KW1-S15_279_cg215_20	DmkB	DmkB	Acidobacteriota	0.258526741
KW1-S15_114	KW1-S15_114_cg57_21	DmkB	DmkB	Planctomycetota	0.151523991
KW1-S15_114	KW1-S15_114_cg9_20	DmkB	DmkB	Planctomycetota	0.151523991
KW1-S15_114	KW1-S15_114_cg97_2	DmkB	DmkB	Planctomycetota	0.151523991
KW1-S15_114	KW1-S15_114_cg144_12	DmkB	DmkB	Planctomycetota	0.151523991
KW1-S15_114	KW1-S15_114_cg189_1	DmkB	DmkB	Planctomycetota	0.151523991
KW1-S11_89	KW1-S11_89_cg199_2	DmkB	DmkB	Acidobacteriota	0.093538324
KW1-S11_89	KW1-S11_89_cg159_3	DmkB	DmkB	Acidobacteriota	0.093538324
KW1-S11_89	KW1-S11_89_cg392_4	DmkB	DmkB	Acidobacteriota	0.093538324
KW1-S11_89	KW1-S11_89_cg147_5	DmkB	DmkB	Acidobacteriota	0.093538324
KW1-S15_16	KW1-S15_16_cg178_17	DmkB	DmkB	Proteobacteria	0.483535993
KW1-S11_124	KW1-S11_124_cg331_5	DmkB	DmkB	Proteobacteria	0.18954842
KW1-S11_124	KW1-S11_124_cg221_5	DmkB	DmkB	Proteobacteria	0.18954842
KW1-S08_134	KW1-S08_134_cg516_3	DmkB	DmkB	Planctomycetota	0.255114961
KW1-S08_134	KW1-S08_134_cg152_3	DmkB	DmkB	Planctomycetota	0.255114961
KW1-S15_187	KW1-S15_187_cg218_8	DmkB	DmkB	Myxococcota_A	0.32033485
KW1-S15_187	KW1-S15_187_cg18_11	DmkB	DmkB	Myxococcota_A	0.32033485
KW1-S15_211	KW1-S15_211_cg267_9	DmkB	DmkB	Planctomycetota	0.151857809
KW1-S15_211	KW1-S15_211_cg442_3	DmkB	DmkB	Planctomycetota	0.151857809
A5-S04_33	A5-S04_33_cg378_7	DmkB	DmkB	Proteobacteria	0.31651019
A5-S04_33	A5-S04_33_cg110_6	DmkB	DmkB	Proteobacteria	0.31651019
KW1-S08_17	KW1-S08_17_cg73_5	DmkB	DmkB	Proteobacteria	0.159164767
KW1-S08_17	KW1-S08_17_cg352_10	DmkB	DmkB	Proteobacteria	0.159164767
A5-S03_6	A5-S03_6_cg87_11	DmkB	DmkB	Acidobacteriota	0.346847489
A5-S03_6	A5-S03_6_cg461_1	DmkB	DmkB	Acidobacteriota	0.346847489
A5-S04_70	A5-S04_70_cg258_3	DmkB	DmkB	Bacteroidota	0.148820884
KW1-S15_137	KW1-S15_137_cg473_7	DmkB	DmkB	Proteobacteria	0.217595933
KW1-S15_137	KW1-S15_137_cg25_5	DmkB	DmkB	Proteobacteria	0.217595933
KW1-S21_6	KW1-S21_6_cg187_4	DmkB	DmkB	Desulfobacterota_B	0.807535986
KW1-S08_28	KW1-S08_28_cg561_7	DmkB	DmkB	Poribacteria	0.179044687
KW1-S08_28	KW1-S08_28_cg863_8	DmkB	DmkB	Poribacteria	0.179044687
KW1-S08_28	KW1-S08_28_cg36_1	DmkB	DmkB	Poribacteria	0.179044687
KW1-S08_237	KW1-S08_237_cg320_6	DmkB	DmkB	Planctomycetota	0.203033689
KW1-S05_124	KW1-S05_124_cg264_1	DmkB	DmkB	SAR324	0.294255926
KW1-S05_124	KW1-S05_124_cg256_3	DmkB	DmkB	SAR324	0.294255926
KW1-S05_124	KW1-S05_124_cg16_4	DmkB	DmkB	SAR324	0.294255926
A5-S04_125	A5-S04_125_cg201_2	DmkB	DmkB	Nitrospinota	0.915304349
A5-S04_125	A5-S04_125_cg240_4	DmkB	DmkB	Nitrospinota	0.915304349
A5-S03_68	A5-S03_68_cg368_3	DmkB	DmkB	Proteobacteria	4.440532729
KW1-S11_109	KW1-S11_109_cg44_4	DmkB	DmkB	Desulfobacterota_D	0.41297887
A5-S03_29	A5-S03_29_cg362_5	DmkB	DmkB	Proteobacteria	5.912903529
A5-S03_29	A5-S03_29_cg187_1	DmkB	DmkB	Proteobacteria	5.912903529
KW1-S08_30	KW1-S08_30_cg76_1	DmkB	DmkB	Chloroflexota	0.318359236
KW1-S08_30	KW1-S08_30_cg160_4	DmkB	DmkB	Chloroflexota	0.318359236
A5-S04_155	A5-S04_155_cg322_3	DmkB	DmkB	Proteobacteria	0.488820379
A5-S04_155	A5-S04_155_cg96_14	DmkB	DmkB	Proteobacteria	0.488820379
KW1-S15_266	KW1-S15_266_cg235_2	DmkB	DmkB	Desulfobacterota_D	0.43531638
A5-S03_100	A5-S03_100_cg239_7	DmkB	DmkB	Proteobacteria	0.5208484
A5-S03_100	A5-S03_100_cg296_15	DmkB	DmkB	Proteobacteria	0.5208484
KW1-S15_97	KW1-S15_97_cg37_4	DmkB	DmkB	Planctomycetota	0.046552284
KW1-S11_157	KW1-S11_157_cg82_2	DmkB	DmkB	Thermoproteota	0.221560479
KW1-S11_157	KW1-S11_157_cg29_3	DmkB	DmkB	Thermoproteota	0.221560479
KW1-S11_65	KW1-S11_65_cg69_6	DmkB	DmkB	Bacteroidota	0.161869829
KW1-S11_65	KW1-S11_65_cg114_2	DmkB	DmkB	Bacteroidota	0.161869829
A5-S03_121	A5-S03_121_cg35_6	DmkB	DmkB	Planctomycetota	0.255972063
A5-S03_121	A5-S03_121_cg292_9	DmkB	DmkB	Planctomycetota	0.255972063
KW1-S05_53	KW1-S05_53_cg43_2	DmkB	DmkB	Proteobacteria	0.162283196
KW1-S05_53	KW1-S05_53_cg43_1	DmkB	DmkB	Proteobacteria	0.162283196
A5-S04_131	A5-S04_131_cg156_6	DmkB	DmkB	Planctomycetota	0.265482666
A5-S04_131	A5-S04_131_cg6_12	DmkB	DmkB	Planctomycetota	0.265482666
KW1-S21_115	KW1-S21_115_cg545_18	DmkB	DmkB	Proteobacteria	0.395452669
KW1-S21_115	KW1-S21_115_cg3_6	DmkB	DmkB	Proteobacteria	0.395452669
KW1-S21_115	KW1-S21_115_cg155_15	DmkB	DmkB	Proteobacteria	0.395452669
KW1-S11_18	KW1-S11_18_cg183_2	DmkB	DmkB	Proteobacteria	4.191198671
KW1-S11_18	KW1-S11_18_cg156_5	DmkB	DmkB	Proteobacteria	4.191198671
KW1-S08_144	KW1-S08_144_cg164_1	DmkB	DmkB	Planctomycetota	0.139729227
KW1-S11_42	KW1-S11_42_cg146_22	DmkB	DmkB	Actinobacteriota	0.327662699
A5-S04_22	A5-S04_22_cg193_4	DmkB	DmkB	Desulfobacterota_D	0.40288394
KW1-S15_188	KW1-S15_188_cg195_7	DmkB	DmkB	Tectomicrobia	0.83604275
KW1-S15_188	KW1-S15_188_cg120_4	DmkB	DmkB	Tectomicrobia	0.83604275
A5-S04_112	A5-S04_112_cg157_7	DmkB	DmkB	Gemmatimonadota	0.186611123
A5-S04_112	A5-S04_112_cg205_18	DmkB	DmkB	Gemmatimonadota	0.186611123
KW1-S08_251	KW1-S08_251_cg372_2	DmkB	DmkB	Acidobacteriota	0.218893764
KW1-S08_251	KW1-S08_251_cg237_6	DmkB	DmkB	Acidobacteriota	0.218893764
A5-S04_220	A5-S04_220_cg38_3	DmkB	DmkB	Proteobacteria	0.247000614
A5-S04_30	A5-S04_30_cg199_3	DmkB	DmkB	Nitrospinota	0.8136465
A5-S04_30	A5-S04_30_cg13_4	DmkB	DmkB	Nitrospinota	0.8136465
KW1-S15_293	KW1-S15_293_cg67_2	DmkB	DmkB	Proteobacteria	2.563677914
KW1-S15_293	KW1-S15_293_cg167_13	DmkB	DmkB	Proteobacteria	2.563677914
KW1-S21_238	KW1-S21_238_cg24_1	DmkB	DmkB	Proteobacteria	0.48662174
KW1-S08_186	KW1-S08_186_cg312_7	DmkB	DmkB	Proteobacteria	0.599157071
KW1-S08_186	KW1-S08_186_cg60_7	DmkB	DmkB	Proteobacteria	0.599157071
KW1-S15_183	KW1-S15_183_cg74_1	DmkB	DmkB	Acidobacteriota	0.102070713
KW1-S15_183	KW1-S15_183_cg183_2	DmkB	DmkB	Acidobacteriota	0.102070713
KW1-S15_183	KW1-S15_183_cg16_4	DmkB	DmkB	Acidobacteriota	0.102070713
KW1-S15_183	KW1-S15_183_cg83_5	DmkB	DmkB	Acidobacteriota	0.102070713
A5-S04_95	A5-S04_95_cg414_2	DmkB	DmkB	Chloroflexota	0.248934494
A5-S04_95	A5-S04_95_cg275_3	DmkB	DmkB	Chloroflexota	0.248934494
A5-S04_79	A5-S04_79_cg109_1	DmkB	DmkB	Proteobacteria	0.318607914
A5-S04_79	A5-S04_79_cg139_2	DmkB	DmkB	Proteobacteria	0.318607914
KW1-S11_99	KW1-S11_99_cg119_4	DmkB	DmkB	Proteobacteria	0.144489618
KW1-S21_123	KW1-S21_123_cg1_19	DmkB	DmkB	Gemmatimonadota	0.183671597
KW1-S21_123	KW1-S21_123_cg137_6	DmkB	DmkB	Gemmatimonadota	0.183671597
KW1-S21_271	KW1-S21_271_cg52_7	DmkB	DmkB	Desulfobacterota_D	0.400053411
KW1-S21_271	KW1-S21_271_cg52_6	DmkB	DmkB	Desulfobacterota_D	0.400053411
KW1-S05_82	KW1-S05_82_cg3_4	DmkB	DmkB	Proteobacteria	1.940370957
KW1-S05_82	KW1-S05_82_cg64_7	DmkB	DmkB	Proteobacteria	1.940370957
KW1-S05_82	KW1-S05_82_cg84_11	DmkB	DmkB	Proteobacteria	1.940370957
KW1-S15_200	KW1-S15_200_cg367_6	DmkB	DmkB	Planctomycetota	0.198235249
KW1-S15_200	KW1-S15_200_cg697_3	DmkB	DmkB	Planctomycetota	0.198235249
KW1-S11_180	KW1-S11_180_cg81_1	DmkB	DmkB	Acidobacteriota	0.421277266
KW1-S11_180	KW1-S11_180_cg260_10	DmkB	DmkB	Acidobacteriota	0.421277266
KW1-S11_125	KW1-S11_125_cg115_27	DmkB	DmkB	Proteobacteria	0.278560031
KW1-S15_75	KW1-S15_75_cg124_3	DmkB	DmkB	Proteobacteria	0.266347046
KW1-S05_126	KW1-S05_126_cg330_2	DmkB	DmkB	Planctomycetota	0.311407144
KW1-S05_126	KW1-S05_126_cg224_4	DmkB	DmkB	Planctomycetota	0.311407144
KW1-S05_126	KW1-S05_126_cg313_2	DmkB	DmkB	Planctomycetota	0.311407144
KW1-S08_280	KW1-S08_280_cg67_8	DmkB	DmkB	Myxococcota_A	0.242426154
KW1-S08_280	KW1-S08_280_cg218_4	DmkB	DmkB	Myxococcota_A	0.242426154
KW1-S05_12	KW1-S05_12_cg95_1	DmkB	DmkB	Proteobacteria	0.508929817
KW1-S05_12	KW1-S05_12_cg111_2	DmkB	DmkB	Proteobacteria	0.508929817
KW1-S08_227	KW1-S08_227_cg106_5	DmkB	DmkB	Planctomycetota	0.436714834
KW1-S08_227	KW1-S08_227_cg478_5	DmkB	DmkB	Planctomycetota	0.436714834
KW1-S15_162	KW1-S15_162_cg145_5	DmkB	DmkB	Actinobacteriota	0.287102209
KW1-S15_117	KW1-S15_117_cg130_4	DmkB	DmkB	SAR324	0.078088514
KW1-S15_117	KW1-S15_117_cg93_6	DmkB	DmkB	SAR324	0.078088514
A5-S03_4	A5-S03_4_cg232_3	DmkB	DmkB	Desulfobacterota_D	0.41339651
A5-S03_47	A5-S03_47_cg263_8	DmkB	DmkB	Proteobacteria	1.046038871
A5-S03_47	A5-S03_47_cg14_3	DmkB	DmkB	Proteobacteria	1.046038871
A5-S04_119	A5-S04_119_cg248_15	DmkB	DmkB	Desulfobacterota_B	0.92977853
A5-S04_119	A5-S04_119_cg156_7	DmkB	DmkB	Desulfobacterota_B	0.92977853
KW1-S21_85	KW1-S21_85_cg62_10	DmkB	DmkB	Acidobacteriota	0.471338041
KW1-S21_85	KW1-S21_85_cg261_9	DmkB	DmkB	Acidobacteriota	0.471338041
KW1-S05_127	KW1-S05_127_cg192_4	DmkB	DmkB	Desulfobacterota_B	0.923471411
KW1-S05_77	KW1-S05_77_cg285_4	DmkB	DmkB	Proteobacteria	0.200084434
KW1-S05_77	KW1-S05_77_cg96_1	DmkB	DmkB	Proteobacteria	0.200084434
KW1-S15_215	KW1-S15_215_cg84_8	DmkB	DmkB	Chloroflexota	0.125078511
KW1-S15_215	KW1-S15_215_cg84_7	DmkB	DmkB	Chloroflexota	0.125078511
KW1-S15_215	KW1-S15_215_cg3_4	DmkB	DmkB	Chloroflexota	0.125078511
KW1-S15_126	KW1-S15_126_cg166_5	DmkB	DmkB	Desulfobacterota_B	0.830950853
A5-S04_114	A5-S04_114_cg13_18	DmkB	DmkB	Proteobacteria	0.645045786
A5-S04_114	A5-S04_114_cg68_10	DmkB	DmkB	Proteobacteria	0.645045786
KW1-S21_193	KW1-S21_193_cg405_4	DmkB	DmkB	Gemmatimonadota	0.630529146
KW1-S21_193	KW1-S21_193_cg224_12	DmkB	DmkB	Gemmatimonadota	0.630529146
KW1-S15_197	KW1-S15_197_cg221_1	DmkB	DmkB	Acidobacteriota	0.464666561
KW1-S15_197	KW1-S15_197_cg312_19	DmkB	DmkB	Acidobacteriota	0.464666561
KW1-S11_176	KW1-S11_176_cg254_4	DmkB	DmkB	Proteobacteria	0.49031732
KW1-S11_176	KW1-S11_176_cg151_5	DmkB	DmkB	Proteobacteria	0.49031732
KW1-S11_145	KW1-S11_145_cg288_1	DmkB	DmkB	Proteobacteria	0.172071763
KW1-S11_145	KW1-S11_145_cg134_10	DmkB	DmkB	Proteobacteria	0.172071763
KW1-S05_110	KW1-S05_110_cg159_5	DmkB	DmkB	Proteobacteria	0.213011789
KW1-S11_15	KW1-S11_15_cg391_1	DmkB	DmkB	SAR324	0.076138432
KW1-S11_15	KW1-S11_15_cg490_6	DmkB	DmkB	SAR324	0.076138432
